cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,002189,Westfield State University,Public,Accounting and Related Services.,Master's Degree,NA,NA,NA
2016_2017,002189,Westfield State University,Public,Accounting and Related Services.,Master's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,NA,NA,NA
2016_2017,002189,Westfield State University,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,19,NA,23234
2015_2016,002189,Westfield State University,Public,"Biology, General.",Bachelor's Degree,53,25000,21824
2015_2016,002189,Westfield State University,Public,"Biology, General.",Post-baccalaureate Certificate,NA,NA,NA
2015_2016,002189,Westfield State University,Public,"Biology, General.",Master's Degree,NA,NA,NA
2016_2017,002189,Westfield State University,Public,"Biology, General.",Bachelor's Degree,63,26730,23616
2016_2017,002189,Westfield State University,Public,"Biology, General.",Master's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,"Business/Commerce, General.",Bachelor's Degree,250,22875,21020
2015_2016,002189,Westfield State University,Public,"Business/Commerce, General.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,002189,Westfield State University,Public,"Business/Commerce, General.",Bachelor's Degree,254,22875,20766
2015_2016,002189,Westfield State University,Public,Chemistry.,Bachelor's Degree,NA,NA,NA
2016_2017,002189,Westfield State University,Public,Chemistry.,Bachelor's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,"City/Urban, Community and Regional Planning.",Bachelor's Degree,29,27000,22023
2015_2016,002189,Westfield State University,Public,"City/Urban, Community and Regional Planning.",Post-baccalaureate Certificate,NA,NA,NA
2016_2017,002189,Westfield State University,Public,"City/Urban, Community and Regional Planning.",Bachelor's Degree,23,21896,21146
2016_2017,002189,Westfield State University,Public,"Clinical, Counseling and Applied Psychology.",Master's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,Communication and Media Studies.,Bachelor's Degree,126,25289,22052
2016_2017,002189,Westfield State University,Public,Communication and Media Studies.,Bachelor's Degree,116,24193,21942
2015_2016,002189,Westfield State University,Public,Computer Science.,Bachelor's Degree,15,NA,23966
2016_2017,002189,Westfield State University,Public,Computer Science.,Bachelor's Degree,23,24889,23895
2015_2016,002189,Westfield State University,Public,Criminal Justice and Corrections.,Bachelor's Degree,282,20500,20232
2015_2016,002189,Westfield State University,Public,Criminal Justice and Corrections.,Post-baccalaureate Certificate,NA,NA,NA
2015_2016,002189,Westfield State University,Public,Criminal Justice and Corrections.,Master's Degree,11,NA,10662
2016_2017,002189,Westfield State University,Public,Criminal Justice and Corrections.,Bachelor's Degree,298,22750,20421
2016_2017,002189,Westfield State University,Public,Criminal Justice and Corrections.,Post-baccalaureate Certificate,NA,NA,NA
2016_2017,002189,Westfield State University,Public,Criminal Justice and Corrections.,Master's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,NA
2016_2017,002189,Westfield State University,Public,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,NA,NA,24944
2015_2016,002189,Westfield State University,Public,Economics.,Bachelor's Degree,37,27000,24095
2016_2017,002189,Westfield State University,Public,Economics.,Bachelor's Degree,NA,25389,22255
2015_2016,002189,Westfield State University,Public,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2015_2016,002189,Westfield State University,Public,Educational Administration and Supervision.,Graduate/Professional Certificate,NA,NA,NA
