cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,005599,Augusta Technical College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Accounting and Related Services.,Undergraduate Certificate or Diploma,,,
2016_2017,005599,Augusta Technical College,Public,Accounting and Related Services.,Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,Agricultural Business and Management.,Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,Agricultural Business and Management.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Agricultural Business and Management.,Undergraduate Certificate or Diploma,,,
2016_2017,005599,Augusta Technical College,Public,Agricultural Business and Management.,Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,11,,6501
2015_2016,005599,Augusta Technical College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,10,,8081
2016_2017,005599,Augusta Technical College,Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Undergraduate Certificate or Diploma,,,
2016_2017,005599,Augusta Technical College,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Applied Horticulture and Horticultural Business Services.,Undergraduate Certificate or Diploma,,,
2016_2017,005599,Augusta Technical College,Public,Applied Horticulture and Horticultural Business Services.,Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,Architectural Engineering Technologies/Technicians.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Architectural Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,005599,Augusta Technical College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2015_2016,005599,Augusta Technical College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2015_2016,005599,Augusta Technical College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,005599,Augusta Technical College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
