cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,007729,County College of Morris,Public,Agricultural Business and Management.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Agricultural Business and Management.,Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Air Transportation.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Air Transportation.,Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Allied Health and Medical Assisting Services.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Allied Health and Medical Assisting Services.,Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,21,7000,8197
2016_2017,007729,County College of Morris,Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,34,8600,8930
2015_2016,007729,County College of Morris,Public,Biology Technician/Biotechnology Laboratory Technician.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Biology Technician/Biotechnology Laboratory Technician.,Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,"Business Administration, Management and Operations.",Associate's Degree,35,10000,9914
2016_2017,007729,County College of Morris,Public,"Business Administration, Management and Operations.",Associate's Degree,80,10000,10075
2015_2016,007729,County College of Morris,Public,"Business, Management, Marketing, and Related Support Services, Other.",Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,"Business, Management, Marketing, and Related Support Services, Other.",Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Communication and Media Studies.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Communication and Media Studies.,Associate's Degree,18,NA,8487
2016_2017,007729,County College of Morris,Public,"Communications Technologies/Technicians and Support Services, Other.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007729,County College of Morris,Public,"Computer and Information Sciences, General.",Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Computer Science.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Computer Science.,Associate's Degree,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Computer Software and Media Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Computer Software and Media Applications.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Computer/Information Technology Administration and Management.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Criminal Justice and Corrections.,Associate's Degree,19,NA,9745
2016_2017,007729,County College of Morris,Public,Criminal Justice and Corrections.,Associate's Degree,38,8500,8916
2015_2016,007729,County College of Morris,Public,Culinary Arts and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Culinary Arts and Related Services.,Associate's Degree,NA,NA,NA
2016_2017,007729,County College of Morris,Public,Data Entry/Microcomputer Applications.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,007729,County College of Morris,Public,Design and Applied Arts.,Associate's Degree,15,NA,11596
2016_2017,007729,County College of Morris,Public,Design and Applied Arts.,Associate's Degree,31,9250,10058
2015_2016,007729,County College of Morris,Public,Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,NA,NA,NA
