cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001774,University of Chicago (the),Private,Anthropology.,Bachelor's Degree,23,16000,16049
2015_2016,001774,University of Chicago (the),Private,Anthropology.,Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,Anthropology.,Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,Anthropology.,Bachelor's Degree,16,,15156
2016_2017,001774,University of Chicago (the),Private,Anthropology.,Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,Anthropology.,Doctoral Degree,,,
2015_2016,001774,University of Chicago (the),Private,Applied Mathematics.,Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,Applied Mathematics.,Master's Degree,22,48367,59289
2015_2016,001774,University of Chicago (the),Private,Area Studies.,Bachelor's Degree,11,,21429
2015_2016,001774,University of Chicago (the),Private,Area Studies.,Master's Degree,35,48993,55310
2016_2017,001774,University of Chicago (the),Private,Area Studies.,Bachelor's Degree,14,,19710
2016_2017,001774,University of Chicago (the),Private,Area Studies.,Master's Degree,43,51017,59237
2015_2016,001774,University of Chicago (the),Private,Astronomy and Astrophysics.,Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,Astronomy and Astrophysics.,Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,Astronomy and Astrophysics.,Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,Astronomy and Astrophysics.,Doctoral Degree,,,
2015_2016,001774,University of Chicago (the),Private,"Biochemistry, Biophysics and Molecular Biology.",Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,"Biochemistry, Biophysics and Molecular Biology.",Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Biochemistry, Biophysics and Molecular Biology.",Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Biochemistry, Biophysics and Molecular Biology.",Doctoral Degree,,,
2015_2016,001774,University of Chicago (the),Private,"Biology, General.",Bachelor's Degree,89,18465,16889
2015_2016,001774,University of Chicago (the),Private,"Biology, General.",Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,"Biology, General.",Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Biology, General.",Bachelor's Degree,84,18294,16709
2016_2017,001774,University of Chicago (the),Private,"Biology, General.",Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Biology, General.",Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Biomathematics, Bioinformatics, and Computational Biology.",Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,"Business Administration, Management and Operations.",Master's Degree,642,67250,86869
2016_2017,001774,University of Chicago (the),Private,"Business Administration, Management and Operations.",Master's Degree,640,79602,90174
2015_2016,001774,University of Chicago (the),Private,"Business/Commerce, General.",Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Business/Commerce, General.",Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Business/Commerce, General.",Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,"Business/Commerce, General.",Graduate/Professional Certificate,,,
2015_2016,001774,University of Chicago (the),Private,Cell/Cellular Biology and Anatomical Sciences.,Master's Degree,,,
2015_2016,001774,University of Chicago (the),Private,Cell/Cellular Biology and Anatomical Sciences.,Doctoral Degree,,,
2016_2017,001774,University of Chicago (the),Private,Cell/Cellular Biology and Anatomical Sciences.,Master's Degree,,,
2016_2017,001774,University of Chicago (the),Private,Cell/Cellular Biology and Anatomical Sciences.,Doctoral Degree,,,
