cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,008611,"Cuny, Hostos Community College",Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Accounting and Related Services.,Associate's Degree,10,,11251
2016_2017,008611,"Cuny, Hostos Community College",Public,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,"Business Administration, Management and Operations.",Associate's Degree,14,,8236
2016_2017,008611,"Cuny, Hostos Community College",Public,"Business Administration, Management and Operations.",Associate's Degree,21,7600,9319
2015_2016,008611,"Cuny, Hostos Community College",Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Chemical Engineering.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Chemical Engineering.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Civil Engineering Technologies/Technicians.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Civil Engineering.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Civil Engineering.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Criminal Justice and Corrections.,Associate's Degree,22,5125,8356
2016_2017,008611,"Cuny, Hostos Community College",Public,Criminal Justice and Corrections.,Associate's Degree,24,5066,6893
2015_2016,008611,"Cuny, Hostos Community College",Public,Data Processing.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Data Processing.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Dental Support Services and Allied Professions.,Associate's Degree,33,13500,15741
2016_2017,008611,"Cuny, Hostos Community College",Public,Dental Support Services and Allied Professions.,Associate's Degree,29,10500,14466
2015_2016,008611,"Cuny, Hostos Community College",Public,Design and Applied Arts.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Design and Applied Arts.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,"Electrical, Electronics and Communications Engineering.",Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,"Electrical, Electronics and Communications Engineering.",Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,"Foods, Nutrition, and Related Services.",Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Graphic Communications.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Graphic Communications.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,"Human Development, Family Studies, and Related Services.",Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Legal Support Services.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Legal Support Services.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,75,6500,7791
2016_2017,008611,"Cuny, Hostos Community College",Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,90,6363,7500
2015_2016,008611,"Cuny, Hostos Community College",Public,Mathematics.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Mathematics.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Mechanical Engineering.,Associate's Degree,,,
2016_2017,008611,"Cuny, Hostos Community College",Public,Mechanical Engineering.,Associate's Degree,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Mental and Social Health Services and Allied Professions.,Undergraduate Certificate or Diploma,,,
2015_2016,008611,"Cuny, Hostos Community College",Public,Mental and Social Health Services and Allied Professions.,Associate's Degree,14,,7625
