cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,001416,University of Bridgeport,Private,Accounting and Related Services.,Bachelor's Degree,19,NA,21441
2015_2016,001416,University of Bridgeport,Private,Accounting and Related Services.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Accounting and Related Services.,Bachelor's Degree,26,20500,18604
2016_2017,001416,University of Bridgeport,Private,Accounting and Related Services.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,68,107685,103589
2016_2017,001416,University of Bridgeport,Private,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,67,132208,122172
2015_2016,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,Master's Degree,20,223112,209577
2015_2016,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,Doctoral Degree,NA,192810,196182
2015_2016,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,First Professional Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,Master's Degree,31,196816,171552
2016_2017,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,Doctoral Degree,NA,197814,203472
2016_2017,001416,University of Bridgeport,Private,Alternative and Complementary Medicine and Medical Systems.,First Professional Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Area Studies.,Bachelor's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Area Studies.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Area Studies.,Bachelor's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Area Studies.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Biology, General.",Bachelor's Degree,27,27625,27255
2016_2017,001416,University of Bridgeport,Private,"Biology, General.",Bachelor's Degree,28,29167,29626
2016_2017,001416,University of Bridgeport,Private,"Biology, General.",Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Biomedical/Medical Engineering.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Biomedical/Medical Engineering.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Bachelor's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Master's Degree,29,38750,40458
2016_2017,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Bachelor's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,"Business Administration, Management and Operations.",Master's Degree,64,40891,42735
2015_2016,001416,University of Bridgeport,Private,"Business, Management, Marketing, and Related Support Services, Other.",Associate's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,"Business, Management, Marketing, and Related Support Services, Other.",Associate's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,"Business, Management, Marketing, and Related Support Services, Other.",Bachelor's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Business/Commerce, General.",Bachelor's Degree,13,NA,32709
2016_2017,001416,University of Bridgeport,Private,"Business/Commerce, General.",Bachelor's Degree,28,31000,31503
2015_2016,001416,University of Bridgeport,Private,Chiropractic.,Doctoral Degree,NA,158921,162694
2015_2016,001416,University of Bridgeport,Private,Chiropractic.,First Professional Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Chiropractic.,Doctoral Degree,NA,155806,156642
2016_2017,001416,University of Bridgeport,Private,Chiropractic.,First Professional Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,NA,NA,25178
2016_2017,001416,University of Bridgeport,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,10,NA,26475
2015_2016,001416,University of Bridgeport,Private,Communication and Media Studies.,Bachelor's Degree,39,27000,25255
2016_2017,001416,University of Bridgeport,Private,Communication and Media Studies.,Bachelor's Degree,33,25000,23034
2015_2016,001416,University of Bridgeport,Private,Community Organization and Advocacy.,Bachelor's Degree,NA,NA,31362
2016_2017,001416,University of Bridgeport,Private,Community Organization and Advocacy.,Bachelor's Degree,NA,NA,27885
2015_2016,001416,University of Bridgeport,Private,Computer Engineering.,Bachelor's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Computer Engineering.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Computer Engineering.,Doctoral Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Computer Engineering.,Bachelor's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Computer Engineering.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Computer Engineering.,Doctoral Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Computer Science.,Bachelor's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Computer Science.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Computer Science.,Bachelor's Degree,12,NA,25910
2016_2017,001416,University of Bridgeport,Private,Computer Science.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Bachelor's Degree,36,29125,28441
2015_2016,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Bachelor's Degree,47,27000,27552
2016_2017,001416,University of Bridgeport,Private,Criminal Justice and Corrections.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Associate's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Bachelor's Degree,NA,22143,22765
2015_2016,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Master's Degree,28,40999,35635
2016_2017,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Associate's Degree,20,18000,19979
2016_2017,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Bachelor's Degree,71,22000,22100
2016_2017,001416,University of Bridgeport,Private,Dental Support Services and Allied Professions.,Master's Degree,24,39958,36098
2015_2016,001416,University of Bridgeport,Private,Design and Applied Arts.,Bachelor's Degree,46,25000,24300
2015_2016,001416,University of Bridgeport,Private,Design and Applied Arts.,Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,Design and Applied Arts.,Bachelor's Degree,51,26000,24801
2016_2017,001416,University of Bridgeport,Private,Design and Applied Arts.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,"Education, General.",Master's Degree,NA,NA,NA
2016_2017,001416,University of Bridgeport,Private,"Education, General.",Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Educational Administration and Supervision.,Master's Degree,NA,NA,NA
2015_2016,001416,University of Bridgeport,Private,Educational Administration and Supervision.,Doctoral Degree,NA,NA,NA
