cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,003007,Williston State College,Public,Accounting and Related Services.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Accounting and Related Services.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Agriculture, General.",Associate's Degree,,,
2016_2017,003007,Williston State College,Public,"Agriculture, General.",Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,003007,Williston State College,Public,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,"Business Administration, Management and Operations.",Associate's Degree,10,,12252
2015_2016,003007,Williston State College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Business Operations Support and Assistant Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Business Operations Support and Assistant Services.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Carpenters.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Carpenters.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Communication Disorders Sciences and Services.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Communication Disorders Sciences and Services.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Computer/Information Technology Administration and Management.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Computer/Information Technology Administration and Management.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Health and Medical Administrative Services.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Health and Medical Administrative Services.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,38,9995,9667
2016_2017,003007,Williston State College,Public,"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,59,6500,8746
2015_2016,003007,Williston State College,Public,Marketing.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Mental and Social Health Services and Allied Professions.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Mental and Social Health Services and Allied Professions.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Mental and Social Health Services and Allied Professions.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Mental and Social Health Services and Allied Professions.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Mining and Petroleum Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Mining and Petroleum Technologies/Technicians.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Mining and Petroleum Technologies/Technicians.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Mining and Petroleum Technologies/Technicians.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Multi/Interdisciplinary Studies, Other.",Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,"Multi/Interdisciplinary Studies, Other.",Associate's Degree,,,
2016_2017,003007,Williston State College,Public,"Multi/Interdisciplinary Studies, Other.",Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,"Multi/Interdisciplinary Studies, Other.",Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,18,,12025
2016_2017,003007,Williston State College,Public,"Practical Nursing, Vocational Nursing and Nursing Assistants.",Undergraduate Certificate or Diploma,25,11650,13462
2015_2016,003007,Williston State College,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Precision Metal Working.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Precision Metal Working.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Precision Metal Working.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,31,16150,17158
2016_2017,003007,Williston State College,Public,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Associate's Degree,26,16764,18554
2015_2016,003007,Williston State College,Public,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Somatic Bodywork and Related Therapeutic Services.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Somatic Bodywork and Related Therapeutic Services.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Somatic Bodywork and Related Therapeutic Services.,Associate's Degree,,,
2015_2016,003007,Williston State College,Public,Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,,,
2015_2016,003007,Williston State College,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,,,
2016_2017,003007,Williston State College,Public,Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,,,
2016_2017,003007,Williston State College,Public,Vehicle Maintenance and Repair Technologies.,Associate's Degree,,,
