cohort,school_ID_num,school_name,school_type,program,degree_type,number_people_in_cohort,median_debt,mean_debt
2015_2016,010913,Madison Media Institute,Proprietary,Accounting and Related Services.,Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,Accounting and Related Services.,Associate's Degree,,,
2015_2016,010913,Madison Media Institute,Proprietary,Agricultural and Domestic Animal Services.,Undergraduate Certificate or Diploma,,,
2016_2017,010913,Madison Media Institute,Proprietary,Agricultural and Domestic Animal Services.,Undergraduate Certificate or Diploma,,,
2015_2016,010913,Madison Media Institute,Proprietary,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,,,
2015_2016,010913,Madison Media Institute,Proprietary,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,Allied Health and Medical Assisting Services.,Undergraduate Certificate or Diploma,,,
2016_2017,010913,Madison Media Institute,Proprietary,Allied Health and Medical Assisting Services.,Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,"Arts, Entertainment,and Media Management.",Associate's Degree,,,
2015_2016,010913,Madison Media Institute,Proprietary,Audiovisual Communications Technologies/Technicians.,Associate's Degree,152,15250,17093
2016_2017,010913,Madison Media Institute,Proprietary,Audiovisual Communications Technologies/Technicians.,Undergraduate Certificate or Diploma,,6875,9099
2016_2017,010913,Madison Media Institute,Proprietary,Audiovisual Communications Technologies/Technicians.,Associate's Degree,117,14708,16704
2015_2016,010913,Madison Media Institute,Proprietary,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,"Business Administration, Management and Operations.",Undergraduate Certificate or Diploma,,,
2016_2017,010913,Madison Media Institute,Proprietary,"Business Administration, Management and Operations.",Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,Business Operations Support and Assistant Services.,Associate's Degree,,,
2016_2017,010913,Madison Media Institute,Proprietary,"Business/Commerce, General.",Associate's Degree,,,
2015_2016,010913,Madison Media Institute,Proprietary,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,,,
2016_2017,010913,Madison Media Institute,Proprietary,Clinical/Medical Laboratory Science/Research and Allied Professions.,Undergraduate Certificate or Diploma,,,
2015_2016,010913,Madison Media Institute,Proprietary,Communications Technology/Technician.,Associate's Degree,,,17186
2016_2017,010913,Madison Media Institute,Proprietary,Communications Technology/Technician.,Associate's Degree,,,18862
