state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
texas,2016,1.3,0.33999999999999997,0.69,2.34,308,67,143,499
texas,2015,1.28,0.32999999999999996,0.6699999999999999,2.29,303,65,139,489
texas,2014,1.25,0.32999999999999996,0.65,2.24,296,65,135,478
texas,2013,1.3,0.32,0.63,2.25,308,64,131,480
texas,2012,1.33,0.32,0.63,2.2800000000000002,315,64,131,486
texas,2011,1.35,0.31,0.61,2.27,320,62,127,484
texas,2010,1.35,0.29000000000000004,0.59,2.23,320,58,122,476
texas,2009,1.41,0.28,0.58,2.2600000000000002,334,56,120,482
texas,2008,1.43,0.27,0.58,2.2800000000000002,339,54,120,486
texas,2007,1.41,0.27,0.56,2.24,334,54,116,478
texas,2006,1.43,0.26,0.55,2.24,339,52,114,478
texas,2005,1.43,0.25,0.53,2.2,339,50,110,469
texas,2004,1.45,0.24000000000000002,0.52,2.21,344,48,108,471
texas,2003,1.46,0.23,0.51,2.19,346,46,106,467
texas,2002,1.49,0.22,0.5,2.21,353,44,104,471
texas,2001,1.51,0.21000000000000002,0.49,2.21,358,42,102,471
texas,2000,1.53,0.22,0.5,2.25,363,44,104,480
texas,1999,1.54,0.2,0.49,2.23,365,40,102,476
texas,1998,1.52,0.2,0.5,2.21,360,40,104,471
texas,1997,1.56,0.19,0.47000000000000003,2.22,370,38,98,474
texas,1996,1.57,0.2,0.49,2.2600000000000002,372,40,102,482
texas,1995,1.58,0.19,0.5,2.27,375,38,104,484
texas,1994,1.6,0.2,0.51,2.3099999999999996,379,40,106,493
texas,1993,1.6,0.2,0.53,2.3299999999999996,379,40,110,497
texas,1992,1.6500000000000001,0.24000000000000002,0.55,2.4499999999999997,391,48,114,523
texas,1991,1.6,0.25,0.55,2.4,379,50,114,512
texas,1990,1.6400000000000001,0.26,0.58,2.4699999999999998,389,52,120,527
texas,1989,1.62,0.27,0.58,2.46,384,54,120,525
texas,1988,1.61,0.28,0.59,2.4699999999999998,382,56,122,527
texas,1987,1.62,0.29000000000000004,0.61,2.52,384,58,127,538
texas,1986,1.6700000000000002,0.31,0.65,2.63,396,62,135,561
texas,1985,1.6800000000000002,0.3,0.73,2.71,398,60,152,578
texas,1984,1.73,0.28,0.7899999999999999,2.8,410,56,164,597
texas,1983,1.72,0.27,0.7899999999999999,2.7800000000000002,408,54,164,593
texas,1982,1.83,0.18,0.8400000000000001,2.84,434,36,174,606
texas,1981,1.84,0.24000000000000002,0.8500000000000001,2.94,436,48,176,627
texas,1980,1.75,0.22,0.8,2.77,415,44,166,591
texas,1979,1.7,0.14,0.8400000000000001,2.68,403,28,174,572
texas,1978,1.6400000000000001,0.14,0.8200000000000001,2.6,389,28,170,555
texas,1977,1.59,0.14,0.7799999999999999,2.51,377,28,162,535
