state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
massachusetts,2016,0.9500000000000001,0.65,0.97,2.57,225,129,201,548
massachusetts,2015,0.97,0.65,0.91,2.52,230,129,189,538
massachusetts,2014,0.98,0.6599999999999999,0.91,2.55,232,131,189,544
massachusetts,2013,1,0.6599999999999999,0.89,2.56,237,131,185,546
massachusetts,2012,1.03,0.65,0.88,2.57,244,129,183,548
massachusetts,2011,1.02,0.64,0.88,2.54,242,127,183,542
massachusetts,2010,1.04,0.62,0.8400000000000001,2.5,247,123,174,533
massachusetts,2009,1.03,0.62,0.8500000000000001,2.4899999999999998,244,123,176,531
massachusetts,2008,1.08,0.62,0.8400000000000001,2.54,256,123,174,542
massachusetts,2007,1.11,0.62,0.8700000000000001,2.59,263,123,181,553
massachusetts,2006,1.1,0.61,0.8500000000000001,2.56,261,121,176,546
massachusetts,2005,1.07,0.59,0.8500000000000001,2.51,254,117,176,535
massachusetts,2004,1.1,0.58,0.8400000000000001,2.52,261,115,174,538
massachusetts,2003,1.1,0.56,0.8200000000000001,2.4899999999999998,261,111,170,531
massachusetts,2002,1.1300000000000001,0.54,0.8,2.4699999999999998,268,107,166,527
massachusetts,2001,1.1300000000000001,0.52,0.7899999999999999,2.44,268,103,164,521
massachusetts,2000,1.1600000000000001,0.51,0.8700000000000001,2.55,275,101,181,544
massachusetts,1999,1.09,0.51,0.7899999999999999,2.3899999999999997,258,101,164,510
massachusetts,1998,1.1400000000000001,0.5,0.75,2.3899999999999997,270,99,156,510
massachusetts,1997,1.1300000000000001,0.49,0.76,2.3899999999999997,268,97,158,510
massachusetts,1996,1.11,0.48000000000000004,0.77,2.3499999999999996,263,95,160,501
massachusetts,1995,1.1300000000000001,0.44,0.7799999999999999,2.3499999999999996,268,87,162,501
massachusetts,1994,1.1400000000000001,0.44,0.8,2.38,270,87,166,508
massachusetts,1993,1.1400000000000001,0.44,0.8,2.38,270,87,166,508
massachusetts,1992,1.12,0.44,0.8200000000000001,2.38,265,87,170,508
massachusetts,1991,1.1900000000000002,0.43000000000000005,0.8700000000000001,2.4899999999999998,282,85,181,531
massachusetts,1990,1.22,0.45,0.97,2.63,289,89,201,561
massachusetts,1989,1.24,0.46,1,2.7,294,91,208,576
massachusetts,1988,1.27,0.49,1.05,2.8099999999999996,301,97,218,599
massachusetts,1987,1.27,0.5,1.11,2.88,301,99,230,614
massachusetts,1986,1.29,0.52,1.11,2.92,306,103,230,623
massachusetts,1985,1.28,0.5,1.1900000000000002,2.9699999999999998,303,99,247,634
massachusetts,1984,1.29,0.5,1.23,3.02,306,99,255,644
massachusetts,1983,1.36,0.49,1.2,3.05,322,97,249,651
massachusetts,1982,1.35,0.5,1.22,3.07,320,99,253,655
massachusetts,1981,1.44,0.49,1.24,3.17,341,97,257,676
massachusetts,1980,1.46,0.45,1.26,3.18,346,89,262,678
massachusetts,1979,1.4,0.43000000000000005,1.24,3.07,332,85,257,655
massachusetts,1978,1.3800000000000001,0.41000000000000003,1.26,3.05,327,81,262,651
massachusetts,1977,1.35,0.37,1.25,2.9699999999999998,320,73,260,634
