state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
illinois,2016,1.12,0.43000000000000005,0.77,2.32,265,85,160,495
illinois,2015,1.1300000000000001,0.43000000000000005,0.8,2.36,268,85,166,503
illinois,2014,1.12,0.42000000000000004,0.7799999999999999,2.32,265,83,162,495
illinois,2013,1.1300000000000001,0.42000000000000004,0.7799999999999999,2.3299999999999996,268,83,162,497
illinois,2012,1.1500000000000001,0.43000000000000005,0.77,2.36,273,85,160,503
illinois,2011,1.1900000000000002,0.41000000000000003,0.75,2.3499999999999996,282,81,156,501
illinois,2010,1.22,0.4,0.74,2.3499999999999996,289,79,154,501
illinois,2009,1.24,0.39,0.73,2.36,294,77,152,503
illinois,2008,1.23,0.38,0.74,2.34,292,75,154,499
illinois,2007,1.24,0.41000000000000003,0.74,2.38,294,81,154,508
illinois,2006,1.24,0.37,0.74,2.3499999999999996,294,73,154,501
illinois,2005,1.23,0.33999999999999997,0.71,2.29,292,67,147,489
illinois,2004,1.24,0.32,0.6699999999999999,2.22,294,64,139,474
illinois,2003,1.26,0.35,0.74,2.36,299,69,154,503
illinois,2002,1.28,0.32999999999999996,0.65,2.2600000000000002,303,65,135,482
illinois,2001,1.27,0.32,0.6799999999999999,2.2800000000000002,301,64,141,486
illinois,2000,1.28,0.32,0.63,2.24,303,64,131,478
illinois,1999,1.29,0.32999999999999996,0.6599999999999999,2.27,306,65,137,484
illinois,1998,1.27,0.33999999999999997,0.64,2.25,301,67,133,480
illinois,1997,1.26,0.35,0.65,2.2600000000000002,299,69,135,482
illinois,1996,1.27,0.35,0.6799999999999999,2.3,301,69,141,491
illinois,1995,1.3,0.32999999999999996,0.6599999999999999,2.29,308,65,137,489
illinois,1994,1.32,0.33999999999999997,0.69,2.3499999999999996,313,67,143,501
illinois,1993,1.32,0.33999999999999997,0.72,2.38,313,67,149,508
illinois,1992,1.34,0.35,0.74,2.4299999999999997,318,69,154,518
illinois,1991,1.3800000000000001,0.33999999999999997,0.76,2.48,327,67,158,529
illinois,1990,1.43,0.36,0.8200000000000001,2.62,339,71,170,559
illinois,1989,1.42,0.36,0.8500000000000001,2.63,337,71,176,561
illinois,1988,1.45,0.38,0.8700000000000001,2.7,344,75,181,576
illinois,1987,1.43,0.39,0.88,2.71,339,77,183,578
illinois,1986,1.42,0.39,0.91,2.72,337,77,189,580
illinois,1985,1.3900000000000001,0.38,0.99,2.7600000000000002,329,75,206,589
illinois,1984,1.41,0.37,1.02,2.8,334,73,212,597
illinois,1983,1.43,0.35,1.03,2.82,339,69,214,602
illinois,1982,1.42,0.35,1.07,2.84,337,69,222,606
illinois,1981,1.44,0.35,1.12,2.9099999999999997,341,69,233,621
illinois,1980,1.42,0.32999999999999996,1.23,2.9899999999999998,337,65,255,638
illinois,1979,1.42,0.32,1.1500000000000001,2.8899999999999997,337,64,239,617
illinois,1978,1.35,0.31,1.1700000000000002,2.8299999999999996,320,62,243,604
illinois,1977,1.32,0.3,1.2,2.82,313,60,249,602
