agency,year,state,population,ORI,anti_other_christian_violent,anti_jewish_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_white_violent,anti_multi_racial_group_violent,anti_ethnicity_other_than_hispanic_violent,anti_physical_disability_violent,anti_male_homosexual_gay_violent,anti_black_violent,anti_mormon_violent,anti_native_hawaiian_or_other_pacific_islander_violent,anti_transgender_violent,anti_sikh_violent,anti_protestant_violent,anti_multi_religious_group_violent,anti_buddhist_violent,anti_gender_non_conforming_violent,anti_heterosexual_violent,anti_bisexual_violent,anti_eastern_orthodox_greek_russian_etc_violent,anti_mental_disability_violent,anti_hispanic_violent,anti_arab_violent,anti_muslim_violent,anti_female_violent,anti_american_indian_or_native_alaskan_violent,anti_asian_violent,anti_female_homosexual_lesbian_violent,anti_other_religion_violent,anti_catholic_violent,anti_male_violent,anti_jehovahs_witness_violent,anti_hindu_violent,anti_atheism_agnosticism_violent,99_violent,anti_total_violent,anti_other_christian_nonviolent,anti_jewish_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_white_nonviolent,anti_multi_racial_group_nonviolent,anti_ethnicity_other_than_hispanic_nonviolent,anti_physical_disability_nonviolent,anti_male_homosexual_gay_nonviolent,anti_black_nonviolent,anti_mormon_nonviolent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_transgender_nonviolent,anti_sikh_nonviolent,anti_protestant_nonviolent,anti_multi_religious_group_nonviolent,anti_buddhist_nonviolent,anti_gender_non_conforming_nonviolent,anti_heterosexual_nonviolent,anti_bisexual_nonviolent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_mental_disability_nonviolent,anti_hispanic_nonviolent,anti_arab_nonviolent,anti_muslim_nonviolent,anti_female_nonviolent,anti_american_indian_or_native_alaskan_nonviolent,anti_asian_nonviolent,anti_female_homosexual_lesbian_nonviolent,anti_other_religion_nonviolent,anti_catholic_nonviolent,anti_male_nonviolent,anti_jehovahs_witness_nonviolent,anti_hindu_nonviolent,anti_atheism_agnosticism_nonviolent,99_nonviolent,anti_total_nonviolent,anti_other_christian_total,anti_jewish_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_white_total,anti_multi_racial_group_total,anti_ethnicity_other_than_hispanic_total,anti_physical_disability_total,anti_male_homosexual_gay_total,anti_black_total,anti_mormon_total,anti_native_hawaiian_or_other_pacific_islander_total,anti_transgender_total,anti_sikh_total,anti_protestant_total,anti_multi_religious_group_total,anti_buddhist_total,anti_gender_non_conforming_total,anti_heterosexual_total,anti_bisexual_total,anti_eastern_orthodox_greek_russian_etc_total,anti_mental_disability_total,anti_hispanic_total,anti_arab_total,anti_muslim_total,anti_female_total,anti_american_indian_or_native_alaskan_total,anti_asian_total,anti_female_homosexual_lesbian_total,anti_other_religion_total,anti_catholic_total,anti_male_total,anti_jehovahs_witness_total,anti_hindu_total,anti_atheism_agnosticism_total,anti_total_total
Portland Police Bureau,2012,Oregon,598037,OR0260200,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Portland Police Bureau,2011,Oregon,589991,OR0260200,0,0,0,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,1,2,0,1,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,27
Portland Police Bureau,2010,Oregon,564392,OR0260200,0,1,1,2,0,2,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,1,2,0,2,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,29
Portland Police Bureau,2009,Oregon,564392,OR0260200,0,2,2,4,0,1,0,6,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,4,2,4,0,1,0,9,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,35
Portland Police Bureau,2008,Oregon,553023,OR0260200,0,4,1,2,0,3,0,15,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,45,0,0,1,0,1,0,1,2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,2,2,1,3,1,17,17,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,58
Portland Police Bureau,2007,Oregon,538133,OR0260200,0,1,2,3,2,4,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,1,2,0,1,0,0,0,0,0,24,0,5,2,3,2,4,1,16,14,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0,0,1,4,0,1,0,0,0,0,63
Portland Police Bureau,2006,Oregon,542174,OR0260200,0,4,0,2,1,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,2,1,0,1,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,0,6,1,2,2,4,0,7,11,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,40
Portland Police Bureau,2005,Oregon,540389,OR0260200,0,2,3,5,4,4,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,57,0,2,0,0,1,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,5,5,7,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,0,0,0,0,0,0,72
Portland Police Bureau,2004,Oregon,543838,OR0260200,0,4,1,5,2,7,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,56,0,0,2,1,3,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,4,3,6,5,9,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,5,0,0,0,0,0,0,79
Portland Police Bureau,2003,Oregon,545271,OR0260200,0,2,2,7,1,4,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,5,10,1,0,0,0,0,0,0,67,0,1,1,3,3,3,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,3,3,10,4,7,1,17,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,5,12,1,0,0,0,0,0,95
Portland Police Bureau,2002,Oregon,544604,OR0260200,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10
Portland Police Bureau,2001,Oregon,537081,OR0260200,0,3,2,3,1,11,0,17,9,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,60,0,8,1,2,3,4,0,7,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,44,0,11,3,5,4,15,0,24,18,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,6,9,2,0,0,0,0,0,104
Portland Police Bureau,2000,Oregon,519621,OR0260200,0,2,0,1,0,2,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,32
Portland Police Bureau,1999,Oregon,508984,OR0260200,0,4,0,3,0,2,0,9,11,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,37,0,2,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,19,0,6,1,3,1,2,0,14,15,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,4,2,0,0,0,0,0,56
Portland Police Bureau,1998,Oregon,488813,OR0260200,0,2,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,3,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,1,0,0,0,0,0,23
Portland Police Bureau,1997,Oregon,473696,OR0260200,0,4,1,8,0,2,1,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,51,0,3,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,16,0,7,1,8,0,4,1,13,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,7,0,0,0,0,0,0,67
Portland Police Bureau,1996,Oregon,467906,OR0260200,0,3,2,5,1,3,0,13,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4,1,0,0,0,0,0,0,61,0,0,1,3,0,1,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,20,0,3,3,8,1,4,0,15,29,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,3,8,1,0,0,0,0,1,81
Portland Police Bureau,1995,Oregon,458623,OR0260200,0,3,4,9,1,3,0,18,27,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,3,2,0,0,0,0,0,0,0,77,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,13,0,6,4,9,1,3,0,22,28,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,6,4,0,0,0,0,0,0,90
Portland Police Bureau,1994,Oregon,463072,OR0260200,0,3,1,15,2,2,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,6,0,1,0,0,0,0,0,83,0,1,0,0,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,18,0,4,1,15,3,3,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,6,7,0,1,0,0,0,0,101
Portland Police Bureau,1993,Oregon,454889,OR0260200,0,8,1,25,2,3,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,3,5,0,0,0,0,0,0,0,117,0,4,1,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,23,0,12,2,25,5,3,0,32,41,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,4,7,1,0,0,0,0,0,140
Portland Police Bureau,1992,Oregon,458132,OR0260200,0,6,8,41,2,2,0,30,65,0,0,0,0,2,2,0,0,1,0,0,0,11,0,0,0,3,9,3,2,0,0,0,0,0,0,187,0,5,2,4,2,0,0,6,9,0,0,0,0,6,1,0,0,2,0,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,0,46,0,11,10,45,4,2,0,36,74,0,0,0,0,8,3,0,0,3,0,0,0,12,0,0,0,4,10,7,3,1,0,0,0,0,233
Portland Police Bureau,1991,Oregon,449671,OR0260200,0,1,1,33,1,1,0,24,41,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,1,5,1,0,0,0,0,0,0,0,124,0,7,2,7,12,3,0,5,12,0,0,0,0,4,0,0,0,1,0,0,0,2,2,0,0,0,10,2,0,1,0,0,0,1,0,71,0,8,3,40,13,4,0,29,53,0,0,0,0,4,0,0,0,1,0,0,0,11,8,0,0,1,15,3,0,1,0,0,0,1,195
