agency,year,state,population,ORI,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_strong_arm,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_strong_arm,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_strong_arm,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_strong_arm,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Pittsfield Township Dept of Public Safety,2017,Michigan,39061,MI81906,3,0,21,21,0,14,3,0,2,9,300,11,12,20,5,252,46,26,16,4,562,31,27,1,3,977,48,2,1,9,9,0,4,1,0,0,3,185,3,11,11,3,157,7,0,6,1,158,3,3,0,0,369,28,0,0,1,1,0,1,0,0,0,1,23,0,1,3,2,17,0,0,0,0,19,1,1,0,0,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2016,Michigan,38704,MI81906,0,1,24,24,0,10,1,1,1,7,296,9,11,13,12,251,62,37,16,9,522,36,34,0,2,951,45,0,0,11,11,0,7,0,1,0,6,213,9,8,9,10,177,11,8,1,2,140,6,6,0,0,388,36,0,0,2,2,0,1,0,0,0,1,20,0,1,0,0,19,0,0,0,0,16,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2015,Michigan,38255,MI81906,0,3,22,22,0,16,6,3,2,5,230,7,17,17,14,175,65,43,17,5,496,25,23,0,2,857,55,0,0,5,5,0,3,2,1,0,0,144,3,16,13,10,102,6,5,1,0,106,2,2,0,0,266,42,0,0,1,1,0,0,0,0,0,0,9,0,1,0,0,8,0,0,0,0,12,1,1,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2014,Michigan,36722,MI81906,0,0,23,23,0,12,5,0,1,6,219,9,14,16,12,168,65,50,4,11,617,46,36,0,10,982,51,0,0,6,6,0,9,2,0,1,6,156,9,11,9,8,119,7,6,0,1,247,6,6,0,0,431,37,0,0,1,1,0,1,0,0,0,1,16,0,1,0,0,15,1,1,0,0,24,1,1,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2013,Michigan,36091,MI81906,1,1,13,13,0,16,4,2,1,9,213,8,8,18,5,174,79,51,18,10,604,43,32,0,11,970,39,1,1,7,7,0,6,2,2,0,2,156,6,7,11,4,128,11,7,2,2,262,4,4,0,0,448,28,0,0,1,1,0,0,0,0,0,0,23,0,1,0,0,22,1,1,0,0,26,1,1,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2012,Michigan,35020,MI81906,0,0,9,8,1,19,10,2,0,7,304,4,12,7,6,275,169,126,24,19,704,60,52,0,8,1265,29,0,0,7,6,1,7,1,3,0,3,201,2,10,7,2,180,18,13,2,3,281,8,7,0,1,522,21,0,0,1,1,0,1,0,0,0,1,21,0,4,0,0,17,2,1,0,1,36,1,1,0,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2011,Michigan,34637,MI81906,1,0,13,13,0,21,13,4,0,4,385,11,18,9,11,336,131,90,22,19,791,65,52,7,6,1407,49,1,0,5,5,0,7,4,1,0,2,239,4,13,4,5,213,20,17,1,2,289,12,12,0,0,573,26,0,0,0,0,0,0,0,0,0,0,25,0,3,0,1,21,1,1,0,0,43,2,2,0,0,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2010,Michigan,34663,MI81906,0,0,17,15,2,21,11,0,1,9,371,3,13,22,5,328,180,135,23,22,819,95,83,0,12,1503,43,0,0,4,4,0,8,2,0,1,5,122,2,9,10,4,97,15,12,2,1,285,3,3,0,0,437,25,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,9,0,0,0,0,40,1,1,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2009,Michigan,34699,MI81906,1,0,18,18,0,12,7,0,1,4,320,5,17,19,5,274,204,151,35,18,917,71,64,0,7,1543,46,1,0,3,3,0,3,1,0,0,2,120,1,8,11,1,99,9,6,3,0,328,1,1,0,0,465,21,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,53,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2008,Michigan,35064,MI81906,1,0,10,9,1,34,16,6,2,10,295,9,12,16,2,256,218,166,41,11,839,92,81,0,11,1489,39,1,0,2,2,0,4,0,3,0,1,109,3,4,5,2,95,8,7,1,0,282,4,3,0,1,410,14,0,0,0,0,0,0,0,0,0,0,12,1,0,1,1,9,1,1,0,0,65,0,0,0,0,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
