agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Amarillo Technical Center Dept Of Public Safety,1984,Texas,0,TX18804,0,0,1,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,6,21,11,10,0,62,1,0,0,1,92,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,1,1,2,0,0,0,22,5,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Amarillo Technical Center Dept Of Public Safety,1985,Texas,0,TX18804,0,0,0,0,0,1,1,0,1,0,0,0,1,14,1,0,1,0,0,13,16,11,5,0,40,4,1,1,2,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,9,2,3,1,2,1,1,0,0,0,10,4,1,0,0,0,0,0,1,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Amarillo Technical Center Dept Of Public Safety,1986,Texas,0,TX18804,0,0,0,0,0,1,0,1,0,0,0,0,0,21,2,0,1,1,0,19,19,11,8,0,40,1,1,0,0,82,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,9,2,1,0,0,1,1,1,0,0,0,17,8,3,1,1,0,2,1,0,0,5,3,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2
Amarillo Technical Center Dept Of Public Safety,1987,Texas,0,TX18804,0,0,1,0,0,0,0,0,1,1,0,0,0,17,1,0,1,0,0,16,25,13,12,0,65,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,0,0,1,0,0,0,0,0,14,3,5,1,3,1,2,0,0,0,17,1,2,0,1,0,1,0,0,0,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2
Amarillo Technical Center Dept Of Public Safety,1988,Texas,0,TX18804,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,1,13,15,9,6,0,37,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,1,0,0,1,0,0,0,1,1,13,0,7,1,7,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Amarillo Technical Center Dept Of Public Safety,1989,Texas,0,TX18804,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,8,11,5,6,0,30,1,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,1,0,0,4,0,3,2,1,0,2,2,0,0,4,0,1,1,0,0,0,0,1,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,8
Amarillo Technical Center Dept Of Public Safety,1990,Texas,NA,TX18804,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,12,7,5,0,23,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,14,8,4,3,2,1,2,2,0,0,7,1,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2
Amarillo Technical Center Dept Of Public Safety,1991,Texas,0,TX18804,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,8,6,2,4,0,37,1,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,1,0,0,0,0,1,0,1,1,7,4,4,3,4,3,0,0,0,0,14,3,1,0,1,0,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0,1,1,1,0,0,6
Amarillo Technical Center Dept Of Public Safety,1992,Texas,0,TX18804,0,0,0,0,0,0,0,0,1,0,0,0,1,21,3,2,0,0,1,18,6,3,3,0,21,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,3,2,2,1,0,0,0,0,1,1,14,8,3,2,2,1,1,1,0,0,6,3,0,0,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,4,1,1,0,0,8
Amarillo Technical Center Dept Of Public Safety,1993,Texas,0,TX18804,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0,0,2,2,4,0,4,0,20,2,2,0,0,32,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,8,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
