agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,actual_arson_single_occupancy,actual_arson_other_residential,actual_arson_storage,actual_arson_industrial,actual_arson_other_commercial,actual_arson_community_public,actual_arson_all_oth_structures,actual_arson_total_structures,actual_arson_motor_vehicles,actual_arson_other_mobile,actual_arson_total_mobile,actual_arson_all_other,actual_arson_grand_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,tot_clr_arson_single_occupancy,tot_clr_arson_other_residential,tot_clr_arson_storage,tot_clr_arson_industrial,tot_clr_arson_other_commercial,tot_clr_arson_community_public,tot_clr_arson_all_oth_structures,tot_clr_arson_total_structures,tot_clr_arson_motor_vehicles,tot_clr_arson_other_mobile,tot_clr_arson_total_mobile,tot_clr_arson_all_other,tot_clr_arson_grand_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,clr_18_arson_single_occupancy,clr_18_arson_other_residential,clr_18_arson_storage,clr_18_arson_industrial,clr_18_arson_other_commercial,clr_18_arson_community_public,clr_18_arson_all_oth_structures,clr_18_arson_total_structures,clr_18_arson_motor_vehicles,clr_18_arson_other_mobile,clr_18_arson_total_mobile,clr_18_arson_all_other,clr_18_arson_grand_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total,unfound_arson_single_occupancy,unfound_arson_other_residential,unfound_arson_storage,unfound_arson_industrial,unfound_arson_other_commercial,unfound_arson_community_public,unfound_arson_all_oth_structures,unfound_arson_total_structures,unfound_arson_motor_vehicles,unfound_arson_other_mobile,unfound_arson_total_mobile,unfound_arson_all_other,unfound_arson_grand_total
Sp: Franklin County,2018,New York,0,NY316SB,0,0,0,0,0,35,35,0,0,0,0,0,0,262,2,4,6,3,247,65,19,46,0,162,19,12,2,5,545,15,50,248,298,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,9,9,0,0,0,0,0,0,132,1,4,2,2,123,22,4,18,0,58,5,3,1,1,226,9,18,85,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,1,0,0,8,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,6,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1
Sp: Franklin County,2017,New York,0,NY316SB,0,0,0,1,0,37,37,0,1,0,0,0,1,381,5,4,2,3,367,89,30,59,0,214,14,10,1,3,741,14,53,321,374,2,0,0,0,1,0,0,3,1,0,1,0,4,1,0,7,7,0,0,0,0,0,0,226,4,4,2,2,214,29,9,20,0,101,4,4,0,0,368,12,20,134,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,10,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,6,0,0,0,0,17,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2016,New York,0,NY316SB,0,0,0,0,0,43,43,0,1,1,0,0,0,436,1,3,8,3,421,59,18,41,0,211,8,5,1,2,764,15,59,284,343,0,0,0,0,0,0,0,0,4,1,5,1,6,0,0,8,8,0,0,0,0,0,0,298,1,2,4,1,290,10,2,8,0,111,5,4,1,0,432,8,16,126,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,8,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,14,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2015,New York,0,NY316SB,0,0,0,0,0,36,36,0,1,0,1,0,0,407,3,6,2,2,394,84,38,46,0,268,9,5,2,2,807,13,50,363,413,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,8,8,0,1,0,1,0,0,279,2,3,2,1,271,9,7,2,0,141,5,3,2,0,443,8,17,155,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,2,1,1,0,6,1,0,1,0,13,2,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,8,1,1,0,0,3,0,0,0,0,13,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2014,New York,0,NY316SB,0,0,0,0,0,27,27,0,1,0,0,0,1,470,4,10,8,6,442,63,27,35,1,301,15,6,1,8,879,28,56,381,437,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,6,6,0,1,0,0,0,1,255,1,6,6,2,240,14,7,7,0,149,6,3,1,2,432,15,22,170,192,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,6,3,1,1,1,12,2,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,11,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2013,New York,0,NY316SB,0,0,0,0,0,9,9,0,0,0,0,0,0,504,0,5,7,7,485,99,48,51,0,269,17,12,3,2,901,19,28,388,416,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,240,0,5,4,6,225,18,5,13,0,107,11,8,2,1,376,15,15,136,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,1,0,1,0,9,2,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2012,New York,0,NY316SB,0,0,0,1,0,9,8,1,0,0,0,0,0,441,0,5,3,10,423,106,49,56,1,264,18,10,5,3,840,18,28,389,417,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,3,0,0,0,0,0,0,254,0,3,2,7,242,13,5,8,0,75,9,6,2,1,356,12,16,98,114,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,4,3,0,1,16,0,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,2,0,2,0,1,0,0,0,0,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2011,New York,0,NY316SB,0,0,0,1,0,5,5,0,0,0,0,0,0,535,1,6,12,10,506,121,58,61,2,259,21,15,2,4,946,29,35,405,440,2,1,1,0,0,0,0,4,0,0,0,0,4,1,0,2,2,0,0,0,0,0,0,280,0,4,7,5,264,20,12,8,0,89,9,9,0,0,402,16,19,119,138,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,5,5,0,0,13,1,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,15,0,0,0,0,8,0,0,0,0,24,1,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2010,New York,0,NY316SB,0,0,0,0,0,9,9,0,0,0,0,0,0,458,2,8,9,9,430,135,81,54,0,207,16,11,1,4,836,28,37,369,406,8,0,1,0,0,0,2,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,255,2,6,5,5,237,11,5,6,0,67,7,7,0,0,342,18,18,87,105,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,12,2,2,0,0,42,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Franklin County,2009,New York,0,NY316SB,0,0,0,0,0,8,8,0,2,2,0,0,0,218,4,5,7,12,190,155,71,81,3,190,19,6,1,12,599,28,38,371,409,2,0,0,0,0,0,0,2,5,0,5,0,7,0,0,1,1,0,0,0,0,0,0,98,4,3,5,10,76,22,11,10,1,38,2,2,0,0,163,22,23,64,87,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,4,2,2,0,3,0,0,0,0,10,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,0,0,0,0,7,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
