agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
City Of Lemon Grove Police Department,2023,California,27031,CA037A1,0,0,0,2,0,2,2,0,30,3,3,3,21,397,28,16,25,57,271,56,29,26,1,241,119,111,0,8,847,0,126,160,416,576,2,0,1,1,0,14,0,2,1,11,224,16,11,20,35,142,11,5,5,1,73,15,15,0,0,340,0,82,99,99,198,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,9,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Lemon Grove Police Department,2022,California,27208,CA037A1,0,0,0,3,0,4,4,0,45,4,5,10,26,424,18,22,42,32,310,70,39,31,0,263,144,121,3,20,953,0,114,166,477,643,2,0,1,1,0,19,0,5,4,10,230,8,9,27,22,164,19,6,13,0,67,17,13,0,4,355,0,66,88,103,191,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,1,1,0,0,7,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Lemon Grove Police Department,2021,California,26647,CA037A1,0,0,0,2,0,6,6,0,37,5,2,10,20,460,28,22,41,45,324,81,41,39,1,295,111,94,0,17,992,0,136,181,487,668,2,0,0,0,0,4,1,0,1,2,106,3,1,8,15,79,4,2,2,0,21,6,6,0,0,143,0,27,33,31,64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Of Lemon Grove Police Department,2020,California,26975,CA037A1,0,0,11,2,0,8,8,0,43,11,6,4,22,357,15,8,38,33,263,51,36,14,1,280,89,78,7,4,830,0,94,147,420,567,2,0,3,3,0,23,5,3,0,15,187,4,6,24,17,136,12,8,4,0,70,30,27,3,0,327,0,51,79,112,191,0,0,0,0,0,1,0,0,0,1,7,0,0,0,1,6,2,1,1,0,2,1,1,0,0,13,0,1,2,5,7,0,0,0,0,0,2,1,0,0,1,3,0,0,0,0,3,0,0,0,0,3,2,2,0,0,10,0,0,2,5,7
City Of Lemon Grove Police Department,2019,California,27175,CA037A1,0,0,34,2,0,4,4,0,54,9,0,6,39,458,11,13,44,39,351,67,35,30,2,365,120,90,21,9,1070,0,107,167,552,719,1,0,1,1,0,23,4,0,4,15,276,5,9,32,25,205,15,9,5,1,116,19,15,4,0,451,0,71,96,150,246,0,0,0,0,0,0,0,0,0,0,10,0,0,3,1,6,1,1,0,0,0,0,0,0,0,11,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,0,0,5,0,0,0,4,4
City Of Lemon Grove Police Department,2018,California,27364,CA037A1,0,0,41,2,0,6,6,0,52,11,4,9,28,419,13,22,31,29,324,67,36,31,0,309,92,70,15,7,947,0,95,155,468,623,2,0,1,1,0,17,1,1,1,14,257,5,18,21,16,197,16,8,8,0,79,17,10,4,3,389,0,60,80,112,192,0,0,0,0,0,2,1,0,0,1,9,0,0,0,2,7,1,0,1,0,2,1,1,0,0,15,0,2,4,4,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,4,4,0,0,11,0,0,0,7,7
City Of Lemon Grove Police Department,2017,California,27113,CA037A1,0,0,18,1,0,4,4,0,55,15,2,11,27,385,19,16,50,26,274,93,54,35,4,422,103,81,11,11,1063,0,111,171,618,789,0,0,1,1,0,24,3,1,4,16,232,10,8,28,16,170,25,14,10,1,157,22,19,2,1,461,0,62,87,204,291,0,0,0,0,0,0,0,0,0,0,20,0,0,7,4,9,5,4,1,0,3,0,0,0,0,28,0,11,11,8,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,2,1,0,1,6,0,0,0,3,3
City Of Lemon Grove Police Department,2016,California,26981,CA037A1,0,0,17,0,0,6,6,0,56,9,5,7,35,325,12,16,34,15,248,106,66,38,2,311,92,77,7,8,896,0,77,139,509,648,0,0,1,1,0,26,2,2,2,20,233,5,12,24,13,179,14,9,4,1,152,18,16,1,1,444,0,54,81,184,265,0,0,0,0,0,2,0,0,0,2,12,0,3,0,1,8,2,2,0,0,5,0,0,0,0,21,0,4,6,7,13,0,0,0,0,0,1,0,0,0,1,7,0,0,0,2,5,0,0,0,0,0,1,1,0,0,9,0,2,3,1,4
City Of Lemon Grove Police Department,2015,California,26798,CA037A1,0,0,17,0,0,12,12,0,53,7,5,11,30,294,15,25,42,14,198,51,35,16,0,351,92,84,4,4,853,0,96,161,494,655,0,0,6,6,0,31,2,5,4,20,237,8,21,35,11,162,11,4,7,0,171,17,16,1,0,473,0,75,112,199,311,0,0,0,0,0,1,0,0,0,1,15,0,0,4,1,10,1,1,0,0,4,0,0,0,0,21,0,5,6,5,11,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,2,3,3,0,0,12,0,1,2,5,7
City Of Lemon Grove Police Department,2014,California,26332,CA037A1,0,0,8,1,0,4,2,2,34,10,0,4,20,261,15,16,39,16,175,142,78,61,3,297,77,69,2,6,816,0,86,125,516,641,0,0,1,1,0,18,5,0,2,11,192,6,12,27,9,138,29,12,17,0,125,15,13,1,1,380,0,54,73,169,242,0,0,0,0,0,1,0,0,1,0,14,1,4,1,2,6,2,1,1,0,7,0,0,0,0,24,0,8,9,9,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,2,3
