agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Az Department Of Public Safety,2017,Arizona,0,AZCCHPX,0,0,38,2,0,1,1,0,7,0,2,0,5,172,26,1,15,25,105,4,0,4,0,19,0,0,0,0,205,0,67,77,23,100,2,0,1,1,0,6,0,1,0,5,157,18,1,11,24,103,4,0,4,0,10,0,0,0,0,180,0,54,63,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2016,Arizona,0,AZCCHPX,0,0,24,0,0,0,0,0,1,1,0,0,0,95,11,3,14,38,29,3,1,2,0,8,0,0,0,0,107,0,66,67,11,78,1,0,0,0,0,0,0,0,0,0,102,9,3,14,40,36,2,0,2,0,5,0,0,0,0,110,0,66,67,7,74,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,0,0,0,0,0,10,0,2,3,0,3
Az Department Of Public Safety,2015,Arizona,0,AZCCHPX,0,0,14,0,0,2,2,0,1,0,0,0,1,107,12,0,10,21,64,1,0,1,0,32,1,0,1,0,144,0,43,46,34,80,0,0,2,2,0,0,0,0,0,0,96,7,0,9,20,60,0,0,0,0,9,0,0,0,0,107,0,36,38,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2014,Arizona,0,AZCCHPX,0,0,14,0,0,1,1,0,0,0,0,0,0,63,11,0,5,13,34,1,1,0,0,22,2,2,0,0,89,0,29,30,25,55,0,0,1,1,0,0,0,0,0,0,59,9,0,5,11,34,1,1,0,0,7,1,1,0,0,69,0,25,26,9,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2013,Arizona,0,AZCCHPX,0,0,21,0,0,0,0,0,3,0,1,0,2,57,7,1,6,4,39,5,4,1,0,56,0,0,0,0,121,0,18,21,61,82,0,0,0,0,0,1,0,1,0,0,54,6,0,6,4,38,1,1,0,0,27,0,0,0,0,83,0,16,17,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2012,Arizona,0,AZCCHPX,0,0,11,0,0,0,0,0,5,0,2,0,3,88,18,3,4,16,47,1,0,1,0,93,0,0,0,0,187,0,41,46,94,140,0,0,0,0,0,4,0,2,0,2,78,15,3,4,14,42,0,0,0,0,67,0,0,0,0,149,0,36,40,67,107,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2011,Arizona,0,AZCCHPX,0,0,19,0,0,0,0,0,2,0,0,1,1,125,18,0,29,45,33,0,0,0,0,26,1,1,0,0,154,0,92,94,27,121,0,0,0,0,0,2,0,0,1,1,104,17,0,17,39,31,0,0,0,0,15,1,1,0,0,122,0,73,75,16,91,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,0,0,0,0,0,1,1,0,0,7,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2010,Arizona,0,AZCCHPX,0,0,29,0,0,0,0,0,0,0,0,0,0,42,3,2,5,13,19,0,0,0,0,9,0,0,0,0,51,0,23,23,9,32,0,0,0,0,0,0,0,0,0,0,36,1,2,5,9,19,0,0,0,0,5,0,0,0,0,41,0,17,17,5,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2009,Arizona,0,AZCCHPX,0,1,11,0,0,0,0,0,0,0,0,0,0,33,5,1,0,3,24,0,0,0,0,1,0,0,0,0,34,0,9,9,1,10,0,0,0,0,0,0,0,0,0,0,30,5,1,0,3,21,0,0,0,0,1,0,0,0,0,31,0,9,9,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Az Department Of Public Safety,2008,Arizona,0,AZCCHPX,0,1,19,0,0,0,0,0,0,0,0,0,0,33,0,0,1,6,26,0,0,0,0,3,1,0,0,1,37,0,7,7,4,11,0,0,0,0,0,0,0,0,0,0,31,0,0,1,6,24,0,0,0,0,2,1,0,0,1,34,0,7,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
