agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_assault_aggravated,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_assault_aggravated,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_assault_aggravated,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_assault_aggravated
Mexico Beach Dept. of Public Safety,2017,Florida,1211,FL00304,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,3,1,10,17,6,10,1,56,1,0,1,0,89,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,1,1,0,0,7,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2016,Florida,1187,FL00304,0,0,0,0,0,0,0,0,1,1,0,0,0,22,0,0,0,4,18,8,4,2,2,37,1,1,0,0,69,4,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,12,0,0,0,0,7,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2015,Florida,1164,FL00304,0,0,1,0,0,0,0,0,1,1,0,0,0,10,0,0,4,1,5,19,8,9,2,37,1,0,1,0,68,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2014,Florida,1132,FL00304,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,3,6,6,6,3,3,0,31,1,1,0,0,53,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,3,1,2,0,3,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2013,Florida,1098,FL00304,0,0,1,0,0,1,1,0,1,0,0,0,1,19,0,1,3,2,13,6,2,4,0,33,2,0,2,0,62,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,2,0,2,0,2,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2012,Florida,1093,FL00304,0,0,0,0,0,0,0,0,1,0,0,1,0,12,1,0,4,0,7,4,3,1,0,35,1,0,1,0,53,5,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2011,Florida,1087,FL00304,0,0,0,0,0,0,0,0,2,1,0,0,1,24,0,1,1,1,21,19,11,5,3,44,2,1,1,0,91,3,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,3,1,1,1,2,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2010,Florida,1072,FL00304,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,28,11,14,3,35,1,0,0,1,72,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,1,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2009,Florida,1298,FL00304,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,11,17,21,9,12,0,31,2,1,0,1,82,11,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,17,3,2,1,0,4,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico Beach Dept. of Public Safety,2008,Florida,1288,FL00304,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,3,5,20,19,6,12,1,42,2,2,0,0,93,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,20,3,3,0,0,8,2,2,0,0,43,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
