agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Yale Police Department,2023,Michigan,1894,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,1,8,0,0,0,0,5,0,0,0,0,16,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2022,Michigan,1903,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,5,1,1,1,0,0,7,0,0,0,0,17,0,8,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2021,Michigan,1853,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,4,6,7,1,0,0,1,4,0,0,0,0,26,0,14,14,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2020,Michigan,1861,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,5,1,8,4,0,4,4,0,0,0,0,21,0,8,8,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2019,Michigan,1875,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,4,3,8,8,0,0,14,0,0,0,0,34,0,9,9,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2018,Michigan,1883,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,2,8,6,3,1,2,10,0,0,0,0,31,0,7,7,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2017,Michigan,1889,MI74835,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,1,9,12,8,3,1,4,12,2,2,0,0,46,0,12,12,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2016,Michigan,1896,MI74835,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,2,2,10,2,0,1,1,24,0,0,0,0,41,0,4,5,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2015,Michigan,1909,MI74835,0,0,0,0,0,3,3,0,1,1,0,0,0,9,0,0,0,0,9,2,2,0,0,14,0,0,0,0,29,0,0,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2014,Michigan,1916,MI74835,0,0,0,0,0,1,1,0,0,0,0,0,0,19,0,4,0,1,14,5,3,1,1,20,0,0,0,0,45,0,5,6,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2013,Michigan,1909,MI74835,0,0,0,0,0,1,1,0,1,0,0,1,0,23,0,1,0,2,20,19,13,2,4,30,0,0,0,0,74,0,3,5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yale Police Department,2012,Michigan,1940,MI74835,0,0,0,0,0,2,2,0,0,0,0,0,0,45,3,5,2,2,33,8,6,2,0,28,0,0,0,0,83,0,12,14,36,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
