agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
State Police Grantsville,2023,West Virginia,0,WVWSP15,0,0,0,0,0,3,3,0,0,0,0,0,0,46,1,1,2,6,36,4,2,2,0,10,4,0,3,1,67,0,10,13,18,31,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2022,West Virginia,0,WVWSP15,0,0,0,0,0,3,3,0,0,0,0,0,0,41,5,0,2,0,34,10,5,5,0,23,5,2,1,2,82,0,7,10,38,48,0,0,1,1,0,0,0,0,0,0,26,5,0,2,0,19,3,0,3,0,4,2,2,0,0,36,0,7,8,9,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2021,West Virginia,0,WVWSP15,0,0,0,1,0,1,1,0,1,1,0,0,0,18,0,0,0,1,17,14,5,8,1,21,4,0,1,3,60,0,1,4,39,43,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,16,0,0,0,0,3,0,0,0,0,20,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2020,West Virginia,0,WVWSP15,0,0,0,0,0,3,3,0,0,0,0,0,0,21,2,0,1,2,16,7,5,2,0,26,1,0,0,1,58,0,5,8,34,42,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,7,0,0,0,0,3,0,0,0,0,13,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2019,West Virginia,0,WVWSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,9,6,1,5,0,13,0,0,0,0,29,0,1,1,19,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2018,West Virginia,0,WVWSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,1,14,2,1,1,0,8,0,0,0,0,26,0,2,2,10,12,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,8,1,1,0,0,1,0,0,0,0,12,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2017,West Virginia,,WVWSP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Police Grantsville,2016,West Virginia,0,WVWSP15,0,0,0,0,0,3,3,0,0,0,0,0,0,44,2,2,4,4,32,14,11,3,0,17,5,1,1,3,83,0,12,15,36,51,0,0,1,1,0,0,0,0,0,0,35,2,0,2,4,27,5,4,1,0,4,1,0,0,1,46,0,8,9,10,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2015,West Virginia,0,WVWSP15,0,0,0,1,0,1,1,0,0,0,0,0,0,48,2,2,1,5,38,10,7,3,0,19,2,0,1,1,81,0,10,12,31,43,0,0,0,0,0,0,0,0,0,0,39,1,2,1,3,32,1,0,1,0,4,0,0,0,0,44,0,7,7,5,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2014,West Virginia,0,WVWSP15,0,0,0,0,0,1,1,0,0,0,0,0,0,45,5,2,1,3,34,16,10,6,0,26,11,4,2,5,99,0,11,12,53,65,0,0,0,0,0,0,0,0,0,0,28,5,1,1,0,21,1,1,0,0,6,0,0,0,0,35,0,7,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2013,West Virginia,0,WVWSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,2,0,1,25,12,6,4,2,19,6,1,0,5,69,0,7,7,37,44,0,0,1,1,0,0,0,0,0,0,28,4,3,0,0,21,2,0,1,1,2,0,0,0,0,33,0,7,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2012,West Virginia,0,WVWSP15,0,0,0,1,0,3,3,0,1,0,0,0,1,46,0,7,0,4,35,14,7,5,2,27,2,1,0,1,94,0,11,16,43,59,1,0,1,1,0,1,0,0,0,1,37,0,4,0,4,29,1,1,0,0,3,0,0,0,0,44,0,8,11,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2011,West Virginia,0,WVWSP15,0,0,0,2,0,0,0,0,0,0,0,0,0,45,7,1,6,2,29,8,6,2,0,41,4,1,0,3,100,0,16,18,53,71,1,0,0,0,0,0,0,0,0,0,38,7,1,5,1,24,1,0,1,0,10,1,0,0,1,51,0,14,15,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2010,West Virginia,0,WVWSP15,0,0,0,0,0,1,1,0,1,0,1,0,0,34,3,0,0,1,30,9,4,5,0,13,7,2,2,3,65,0,4,6,29,35,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,23,0,0,0,0,2,1,0,1,0,28,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2009,West Virginia,0,WVWSP15,0,0,0,2,0,0,0,0,2,2,0,0,0,35,3,1,1,1,29,25,16,8,1,35,5,0,0,5,104,0,6,10,65,75,2,0,0,0,0,0,0,0,0,0,16,1,0,0,0,15,2,1,1,0,0,0,0,0,0,20,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2008,West Virginia,0,WVWSP15,0,0,0,0,0,1,1,0,0,0,0,0,0,55,4,2,1,2,46,43,29,14,0,40,16,6,0,10,155,0,9,10,99,109,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,23,2,2,0,0,4,2,1,0,1,33,0,2,2,8,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2007,West Virginia,0,WVWSP15,0,0,0,0,0,1,1,0,0,0,0,0,0,71,7,0,1,4,59,19,14,3,2,42,16,5,3,8,149,0,12,13,77,90,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,7,0,0,0,0,1,0,0,0,0,9,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2006,West Virginia,0,WVWSP15,0,0,0,0,0,3,2,1,0,0,0,0,0,70,10,2,1,4,53,29,22,6,1,29,10,4,1,5,141,0,17,20,68,88,0,0,0,0,0,0,0,0,0,0,42,7,1,0,0,34,1,1,0,0,1,3,2,0,1,47,0,8,8,5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2005,West Virginia,0,WVWSP15,0,0,0,0,0,1,1,0,0,0,0,0,0,27,1,0,0,2,24,30,22,8,0,13,5,3,1,1,76,0,3,4,48,52,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,13,2,1,1,0,0,1,1,0,0,17,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2004,West Virginia,0,WVWSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,15,18,15,3,0,29,13,2,0,11,76,0,1,1,60,61,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,6,1,1,0,0,5,0,0,0,0,13,0,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Grantsville,2003,West Virginia,0,WVWSP15,0,0,0,2,0,0,0,0,1,0,0,1,0,23,2,0,1,0,20,14,10,4,0,31,3,2,1,0,74,0,3,6,48,54,2,0,0,0,0,0,0,0,0,0,13,1,0,1,0,11,2,1,1,0,5,1,1,0,0,23,0,2,4,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
