agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Cincinnati,OHCIP00,OHCIP0000,1975,Ohio,433367,39,061,39061,1169,1156,13,338,159,179,1,1,271,6,5,17,243,68,27,142,0,1,18,15,266,74,5,0,65,3,52,24,1,2,14,31
Cleveland,OHCLP00,OHCLP0000,1975,Ohio,659931,39,035,39035,2211,2163,48,105,47,58,1,0,201,64,4,34,99,151,5,0,7,12,23,3,186,45,5,10,40,3,19,18,2,1,22,36
Columbus,OHCOP00,OHCOP0000,1975,Ohio,572797,39,049,39049,1145,1115,30,242,102,140,0,0,217,11,2,10,194,140,24,20,3,12,11,7,217,66,3,1,56,4,50,13,0,4,16,4
Mound City Group Nm,OHDI001,NA,1975,Ohio,0,NA,NA,NA,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perrys Victory&ipm,OHDI002,NA,1975,Ohio,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Howard Taft Nhs,OHDI003,NA,1975,Ohio,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio State Hghway Patrol,OHOHP00,OHOHP0000,1975,Ohio,0,39,049,39049,0,0,0,0,0,0,0,0,392,8,0,12,372,1,280,110,0,0,0,1,390,0,0,0,0,0,0,0,0,2,382,8
Adams,OH00100,OH0010000,1975,Ohio,22744,39,001,39001,11,9,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen,OH00200,OH0020000,1975,Ohio,36530,39,003,39003,44,43,1,13,1,12,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Bluffton,OH00201,OH0020100,1975,Ohio,2879,39,003,39003,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphos,OH00202,OH0020200,1975,Ohio,7678,39,003,39003,13,10,3,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
Fort Shawnee,OH00203,OH0020300,1975,Ohio,3370,39,003,39003,10,10,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lima,OH00204,OH0020400,1975,Ohio,52702,39,003,39003,86,85,1,23,4,19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bath Twp,OH00212,OH0021200,1975,Ohio,9144,39,003,39003,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashland,OH00300,OH0030000,1975,Ohio,20663,39,005,39005,21,19,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ashland,OH00301,OH0030100,1975,Ohio,20908,39,005,39005,23,23,0,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudonville,OH00302,OH0030200,1975,Ohio,2929,39,005,39005,7,6,1,1,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Ashtabula,OH00400,OH0040000,1975,Ohio,49424,39,007,39007,47,46,1,40,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashtabula,OH00401,OH0040100,1975,Ohio,24665,39,007,39007,37,37,0,4,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Conneaut,OH00402,OH0040200,1975,Ohio,17373,39,007,39007,20,20,0,4,1,3,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Geneva,OH00403,OH0040300,1975,Ohio,7108,39,007,39007,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orwell,OH00408,OH0040800,1975,Ohio,1022,39,007,39007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens,OH00500,OH0050000,1975,Ohio,24025,39,009,39009,22,19,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens,OH00501,OH0050100,1975,Ohio,22623,39,009,39009,23,23,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glouster,OH00502,OH0050200,1975,Ohio,2036,39,009,39009,4,4,0,0,0,0,0,0,3,0,0,0,3,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Nelsonville,OH00503,OH0050300,1975,Ohio,4619,39,009,39009,6,6,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio University,OH00510,OH0051000,1975,Ohio,0,39,009,39009,37,37,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
