agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Wamac Police Dept,1978,Illinois,1415,IL06106,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1979,Illinois,1438,IL06106,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1980,Illinois,1672,IL06106,4,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1981,Illinois,1686,IL06106,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1982,Illinois,1685,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1983,Illinois,1689,IL06106,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1984,Illinois,1674,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1985,Illinois,1678,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1986,Illinois,1705,IL06106,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1987,Illinois,1694,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1988,Illinois,1677,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1989,Illinois,1687,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1990,Illinois,1501,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1991,Illinois,1514,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1992,Illinois,1524,IL06106,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wamac Police Dept,1993,Illinois,1538,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1994,Illinois,1544,IL06106,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wamac Police Dept,1995,Illinois,1552,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1996,Illinois,1554,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1997,Illinois,1558,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1998,Illinois,1538,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,1999,Illinois,1560,IL06106,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2000,Illinois,1378,IL06106,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2001,Illinois,1385,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2002,Illinois,1398,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2003,Illinois,1367,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2004,Illinois,1357,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2005,Illinois,1325,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2006,Illinois,1304,IL06106,4,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2007,Illinois,1284,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2008,Illinois,1263,IL06106,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2009,Illinois,1259,IL06106,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2010,Illinois,1185,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wamac Police Dept,2013,Illinois,1165,IL06106,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
