agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Hartford Police Department,2017-01-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,16,4,0,6,6,0,34,13,3,2,16,147,19,14,22,16,76,53,47,0,6,289,68,66,0,2,601,0,71,115,410,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-02-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,18,3,0,2,2,0,35,16,4,1,14,148,10,16,16,13,93,47,46,0,1,220,54,50,0,4,509,0,55,95,321,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-03-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,7,3,0,5,5,0,28,10,4,1,13,140,10,10,22,7,91,61,55,0,6,272,48,47,0,1,557,0,49,85,381,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-04-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,1,0,4,4,0,29,11,5,4,9,170,23,15,36,8,88,50,42,0,8,262,47,43,0,4,563,0,82,116,359,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-05-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,7,1,0,8,8,0,32,12,3,3,14,149,12,16,22,7,92,61,54,0,7,295,52,44,0,8,598,0,57,98,408,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-06-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,2,0,2,2,0,32,5,1,2,24,167,15,15,28,8,101,69,60,0,9,300,48,42,1,5,620,0,66,102,417,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-07-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,7,3,1,1,1,0,39,15,4,5,15,190,17,16,31,7,119,79,69,0,10,344,60,50,1,9,717,0,71,114,483,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-08-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,12,2,0,1,1,0,45,17,5,5,18,178,19,15,33,13,98,57,49,0,8,346,69,62,0,7,698,0,80,128,472,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-09-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,12,4,0,4,4,0,43,12,5,4,22,185,14,15,33,10,113,77,65,0,12,323,76,74,0,2,712,0,72,123,476,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartford Police Department,2017-10-01,Connecticut,122891,CT00064,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,3,0,7,7,0,51,29,8,2,12,158,18,15,29,5,91,80,74,0,6,348,57,55,1,1,704,0,67,128,485,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
