agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Goldsboro Police Department,2023-12-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,1,0,1,1,0,10,8,1,1,0,62,21,2,1,2,36,34,15,14,5,138,12,10,1,1,258,0,26,38,184,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-11-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,7,3,0,1,3,86,38,2,1,7,38,40,24,13,3,133,14,12,1,1,281,0,48,56,187,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-10-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,3,0,0,0,0,4,3,0,1,0,88,25,1,9,4,49,32,12,16,4,148,16,16,0,0,291,0,39,46,196,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-09-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,1,1,0,4,2,0,0,2,86,41,2,1,2,40,27,12,14,1,138,15,15,0,0,271,0,46,51,180,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-08-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,6,5,0,0,1,83,31,2,2,3,45,29,19,9,1,157,23,19,0,4,298,0,38,44,209,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-07-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,1,1,0,0,0,89,48,2,1,3,35,28,15,13,0,139,24,23,0,1,281,0,54,55,191,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-06-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,0,0,0,0,0,4,2,0,1,1,62,15,1,5,1,40,27,14,10,3,146,9,7,0,2,248,0,22,26,182,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-05-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,0,0,0,5,5,0,0,0,92,27,3,5,5,52,36,21,10,5,149,9,8,0,1,293,0,40,47,194,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-04-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,6,0,1,1,0,1,0,1,0,0,91,22,3,1,2,63,36,8,28,0,120,11,9,0,2,266,0,28,36,167,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldsboro Police Department,2023-03-01,North Carolina,33021,NC09601,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,0,2,0,1,1,0,4,2,0,0,2,77,19,4,9,3,42,12,8,3,1,110,17,16,0,1,223,0,35,42,139,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
