agency,year,state,population,ORI,card_unfounded_pt,card_unfounded_type,card_actual_type,card_officers_type,card_actual_pt,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burg_total,unfounded_burg_force_entry,unfounded_burg_nonforce_entry,unfounded_burg_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total
Navajo Nation Tribal Department Of Law Enforcement,2017-01-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,11,2,0,16,16,0,5,2,1,1,1,296,5,6,1,166,118,21,20,0,1,32,23,23,0,0,395,0,178,201,76,277,0,0,0,0,0,0,0,0,0,0,112,3,2,1,11,95,24,22,0,2,13,31,31,0,0,180,0,17,17,68,85
Navajo Nation Tribal Department Of Law Enforcement,2017-02-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,1,2,0,15,15,0,3,0,0,2,1,278,2,3,10,159,104,25,24,1,0,22,17,17,0,0,362,0,174,194,64,258,0,0,4,4,0,2,0,0,0,2,84,1,1,1,9,72,28,26,0,2,11,54,54,0,0,183,0,12,18,93,111
Navajo Nation Tribal Department Of Law Enforcement,2017-03-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,1,0,1,3,0,9,9,0,5,1,1,1,2,267,4,7,6,152,98,25,21,2,2,35,16,16,0,0,360,0,169,186,76,262,0,0,3,3,0,0,0,0,0,0,111,0,2,1,20,88,21,20,0,1,16,57,57,0,0,208,0,23,26,94,120
Navajo Nation Tribal Department Of Law Enforcement,2017-04-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,5,0,21,21,0,2,2,0,0,0,255,7,3,3,167,75,32,28,2,2,27,27,25,0,2,369,0,180,208,86,294,0,0,1,1,0,1,1,0,0,0,135,0,0,0,23,112,28,25,1,2,24,32,32,0,0,221,0,23,25,84,109
Navajo Nation Tribal Department Of Law Enforcement,2017-05-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,4,2,0,18,18,0,1,0,0,0,1,307,14,7,12,168,106,34,34,0,0,20,29,29,0,0,411,0,201,222,83,305,0,0,0,0,0,0,0,0,0,0,103,1,0,1,13,88,41,39,0,2,20,36,36,0,0,200,0,15,15,97,112
Navajo Nation Tribal Department Of Law Enforcement,2017-06-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,4,2,0,7,7,0,1,0,0,0,1,263,8,8,4,151,92,17,15,1,1,28,19,18,1,0,337,0,171,181,64,245,0,0,2,2,0,0,0,0,0,0,135,3,0,2,20,110,27,22,1,4,32,40,39,0,1,236,0,25,27,99,126
Navajo Nation Tribal Department Of Law Enforcement,2017-07-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,8,4,0,8,8,0,0,0,0,0,0,314,10,2,10,190,102,27,26,0,1,36,23,23,0,0,412,0,212,224,86,310,0,0,5,5,0,1,1,0,0,0,138,3,1,0,21,113,21,21,0,0,19,27,27,0,0,211,0,25,31,67,98
Navajo Nation Tribal Department Of Law Enforcement,2017-08-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,2,0,14,14,0,0,0,0,0,0,295,6,7,11,164,107,32,28,3,1,31,30,29,0,1,404,0,188,204,93,297,0,0,4,4,0,0,0,0,0,0,144,2,1,1,22,118,31,27,3,1,32,40,40,0,0,251,0,26,30,103,133
Navajo Nation Tribal Department Of Law Enforcement,2017-09-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,6,1,0,10,10,0,3,0,1,0,2,291,8,1,8,180,94,19,16,1,2,33,13,13,0,0,370,0,197,211,65,276,5,0,1,1,0,0,0,0,0,0,125,3,1,1,18,102,36,34,0,2,18,22,22,0,0,207,0,23,29,76,105
Navajo Nation Tribal Department Of Law Enforcement,2017-10-01,Arizona,0,AZ00189,breakdown offenses,normal return,normal return,normal return,breakdown offenses,0,0,5,0,0,16,16,0,5,0,1,1,3,303,11,3,9,180,100,33,32,1,0,40,28,28,0,0,425,0,203,224,101,325,0,0,2,2,0,1,0,0,0,1,184,1,0,0,40,143,42,38,0,4,31,36,36,0,0,296,0,41,44,109,153
