agency,year,state,population,ORI,anti_american_indian_or_native_alaskan_nonviolent,anti_american_indian_or_native_alaskan_sexual,anti_american_indian_or_native_alaskan_total,anti_american_indian_or_native_alaskan_violent,anti_arab_nonviolent,anti_arab_sexual,anti_arab_total,anti_arab_violent,anti_asian_or_pacific_islander_nonviolent,anti_asian_or_pacific_islander_sexual,anti_asian_or_pacific_islander_total,anti_asian_or_pacific_islander_violent,anti_atheism_agnosticism_nonviolent,anti_atheism_agnosticism_sexual,anti_atheism_agnosticism_total,anti_atheism_agnosticism_violent,anti_bisexual_nonviolent,anti_bisexual_sexual,anti_bisexual_total,anti_bisexual_violent,anti_black_nonviolent,anti_black_sexual,anti_black_total,anti_black_violent,anti_buddhist_nonviolent,anti_buddhist_sexual,anti_buddhist_total,anti_buddhist_violent,anti_catholic_nonviolent,anti_catholic_sexual,anti_catholic_total,anti_catholic_violent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_eastern_orthodox_greek_russian_etc_sexual,anti_eastern_orthodox_greek_russian_etc_total,anti_eastern_orthodox_greek_russian_etc_violent,anti_female_homosexual_lesbian_nonviolent,anti_female_homosexual_lesbian_sexual,anti_female_homosexual_lesbian_total,anti_female_homosexual_lesbian_violent,anti_female_nonviolent,anti_female_sexual,anti_female_total,anti_female_violent,anti_gender_non_conforming_nonviolent,anti_gender_non_conforming_sexual,anti_gender_non_conforming_total,anti_gender_non_conforming_violent,anti_heterosexual_nonviolent,anti_heterosexual_sexual,anti_heterosexual_total,anti_heterosexual_violent,anti_hindu_nonviolent,anti_hindu_sexual,anti_hindu_total,anti_hindu_violent,anti_hispanic_nonviolent,anti_hispanic_sexual,anti_hispanic_total,anti_hispanic_violent,anti_homosexual_gay_and_lesbian_nonviolent,anti_homosexual_gay_and_lesbian_sexual,anti_homosexual_gay_and_lesbian_total,anti_homosexual_gay_and_lesbian_violent,anti_jehovahs_witness_nonviolent,anti_jehovahs_witness_sexual,anti_jehovahs_witness_total,anti_jehovahs_witness_violent,anti_jewish_nonviolent,anti_jewish_sexual,anti_jewish_total,anti_jewish_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_sexual,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_male_homosexual_gay_nonviolent,anti_male_homosexual_gay_sexual,anti_male_homosexual_gay_total,anti_male_homosexual_gay_violent,anti_male_nonviolent,anti_male_sexual,anti_male_total,anti_male_violent,anti_mental_disability_nonviolent,anti_mental_disability_sexual,anti_mental_disability_total,anti_mental_disability_violent,anti_mormon_nonviolent,anti_mormon_sexual,anti_mormon_total,anti_mormon_violent,anti_multi_racial_group_nonviolent,anti_multi_racial_group_sexual,anti_multi_racial_group_total,anti_multi_racial_group_violent,anti_multi_religious_group_nonviolent,anti_multi_religious_group_sexual,anti_multi_religious_group_total,anti_multi_religious_group_violent,anti_muslim_nonviolent,anti_muslim_sexual,anti_muslim_total,anti_muslim_violent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_native_hawaiian_or_other_pacific_islander_sexual,anti_native_hawaiian_or_other_pacific_islander_total,anti_native_hawaiian_or_other_pacific_islander_violent,anti_not_hispanic_nonviolent,anti_not_hispanic_sexual,anti_not_hispanic_total,anti_not_hispanic_violent,anti_other_christian_nonviolent,anti_other_christian_sexual,anti_other_christian_total,anti_other_christian_violent,anti_other_religion_nonviolent,anti_other_religion_sexual,anti_other_religion_total,anti_other_religion_violent,anti_physical_disability_nonviolent,anti_physical_disability_sexual,anti_physical_disability_total,anti_physical_disability_violent,anti_protestant_nonviolent,anti_protestant_sexual,anti_protestant_total,anti_protestant_violent,anti_sikh_nonviolent,anti_sikh_sexual,anti_sikh_total,anti_sikh_violent,anti_total_nonviolent,anti_total_sexual,anti_total_total,anti_total_violent,anti_transgender_nonviolent,anti_transgender_sexual,anti_transgender_total,anti_transgender_violent,anti_white_nonviolent,anti_white_sexual,anti_white_total,anti_white_violent
Philadelphia Police Department,1999,Pennsylvania,1435382,PAPEP0000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,0,40,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,0,0,7,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,70,39,0,0,0,0,1,0,6,5
Philadelphia Police Department,2007,Pennsylvania,1435533,PAPEP0000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,4,0,0,0,0,0,0,0,0
Philadelphia Police Department,2008,Pennsylvania,1441117,PAPEP0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,7,0,0,0,0,2,0,2,0
Philadelphia Police Department,1998,Pennsylvania,1449419,PAPEP0000,1,0,2,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,0,0,0,20,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,77,41,0,0,0,0,0,0,3,3
Philadelphia Police Department,2000,Pennsylvania,1451520,PAPEP0000,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,11,0,29,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,11,0,12,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,53,25,0,0,0,0,0,0,1,1
Philadelphia Police Department,2006,Pennsylvania,1464576,PAPEP0000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,34,7,0,0,0,0,0,0,0,0
Philadelphia Police Department,2005,Pennsylvania,1472915,PAPEP0000,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,16,5,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,37,13,0,0,0,0,0,0,0,0
Philadelphia Police Department,2004,Pennsylvania,1484224,PAPEP0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,6,0,0,0,0,1,0,3,2
Philadelphia Police Department,2003,Pennsylvania,1495903,PAPEP0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,40,16,0,0,0,0,1,0,3,2
Philadelphia Police Department,2001,Pennsylvania,1518302,PAPEP0000,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,6,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,47,25,0,0,0,0,0,0,4,4
Philadelphia Police Department,2002,Pennsylvania,1524226,PAPEP0000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,29,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,44,11,0,0,0,0,0,0,1,1
Philadelphia Police Department,1997,Pennsylvania,1524409,PAPEP0000,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,9,0,43,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0,0,0,0,10,0,12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,29,0,82,53,0,0,0,0,2,0,7,5
Philadelphia Police Department,1996,Pennsylvania,1528403,PAPEP0000,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,18,0,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,0,0,0,23,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,57,0,97,40,0,0,0,0,8,0,14,6
Philadelphia Police Department,1995,Pennsylvania,1529848,PAPEP0000,0,0,0,0,0,0,0,0,2,0,9,7,0,0,0,0,0,0,0,0,16,0,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,18,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,145,101,0,0,0,0,13,0,36,23
Philadelphia Police Department,2011,Pennsylvania,1530873,PAPEP0000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,8,0,0,0,0,0,0,1,1
Philadelphia Police Department,2012,Pennsylvania,1538957,PAPEP0000,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,9,0,0,0,0,0,0,0,0
Philadelphia Police Department,2013,Pennsylvania,1553153,PAPEP0000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,3,3
Philadelphia Police Department,2009,Pennsylvania,1558378,PAPEP0000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,0,0,0,0
