agency,year,state,population,ORI,anti_american_indian_or_native_alaskan_nonviolent,anti_american_indian_or_native_alaskan_sexual,anti_american_indian_or_native_alaskan_total,anti_american_indian_or_native_alaskan_violent,anti_arab_nonviolent,anti_arab_sexual,anti_arab_total,anti_arab_violent,anti_asian_or_pacific_islander_nonviolent,anti_asian_or_pacific_islander_sexual,anti_asian_or_pacific_islander_total,anti_asian_or_pacific_islander_violent,anti_atheism_agnosticism_nonviolent,anti_atheism_agnosticism_sexual,anti_atheism_agnosticism_total,anti_atheism_agnosticism_violent,anti_bisexual_nonviolent,anti_bisexual_sexual,anti_bisexual_total,anti_bisexual_violent,anti_black_nonviolent,anti_black_sexual,anti_black_total,anti_black_violent,anti_buddhist_nonviolent,anti_buddhist_sexual,anti_buddhist_total,anti_buddhist_violent,anti_catholic_nonviolent,anti_catholic_sexual,anti_catholic_total,anti_catholic_violent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_eastern_orthodox_greek_russian_etc_sexual,anti_eastern_orthodox_greek_russian_etc_total,anti_eastern_orthodox_greek_russian_etc_violent,anti_female_homosexual_lesbian_nonviolent,anti_female_homosexual_lesbian_sexual,anti_female_homosexual_lesbian_total,anti_female_homosexual_lesbian_violent,anti_female_nonviolent,anti_female_sexual,anti_female_total,anti_female_violent,anti_gender_non_conforming_nonviolent,anti_gender_non_conforming_sexual,anti_gender_non_conforming_total,anti_gender_non_conforming_violent,anti_heterosexual_nonviolent,anti_heterosexual_sexual,anti_heterosexual_total,anti_heterosexual_violent,anti_hindu_nonviolent,anti_hindu_sexual,anti_hindu_total,anti_hindu_violent,anti_hispanic_nonviolent,anti_hispanic_sexual,anti_hispanic_total,anti_hispanic_violent,anti_homosexual_gay_and_lesbian_nonviolent,anti_homosexual_gay_and_lesbian_sexual,anti_homosexual_gay_and_lesbian_total,anti_homosexual_gay_and_lesbian_violent,anti_jehovahs_witness_nonviolent,anti_jehovahs_witness_sexual,anti_jehovahs_witness_total,anti_jehovahs_witness_violent,anti_jewish_nonviolent,anti_jewish_sexual,anti_jewish_total,anti_jewish_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_sexual,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_male_homosexual_gay_nonviolent,anti_male_homosexual_gay_sexual,anti_male_homosexual_gay_total,anti_male_homosexual_gay_violent,anti_male_nonviolent,anti_male_sexual,anti_male_total,anti_male_violent,anti_mental_disability_nonviolent,anti_mental_disability_sexual,anti_mental_disability_total,anti_mental_disability_violent,anti_mormon_nonviolent,anti_mormon_sexual,anti_mormon_total,anti_mormon_violent,anti_multi_racial_group_nonviolent,anti_multi_racial_group_sexual,anti_multi_racial_group_total,anti_multi_racial_group_violent,anti_multi_religious_group_nonviolent,anti_multi_religious_group_sexual,anti_multi_religious_group_total,anti_multi_religious_group_violent,anti_muslim_nonviolent,anti_muslim_sexual,anti_muslim_total,anti_muslim_violent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_native_hawaiian_or_other_pacific_islander_sexual,anti_native_hawaiian_or_other_pacific_islander_total,anti_native_hawaiian_or_other_pacific_islander_violent,anti_not_hispanic_nonviolent,anti_not_hispanic_sexual,anti_not_hispanic_total,anti_not_hispanic_violent,anti_other_christian_nonviolent,anti_other_christian_sexual,anti_other_christian_total,anti_other_christian_violent,anti_other_religion_nonviolent,anti_other_religion_sexual,anti_other_religion_total,anti_other_religion_violent,anti_physical_disability_nonviolent,anti_physical_disability_sexual,anti_physical_disability_total,anti_physical_disability_violent,anti_protestant_nonviolent,anti_protestant_sexual,anti_protestant_total,anti_protestant_violent,anti_sikh_nonviolent,anti_sikh_sexual,anti_sikh_total,anti_sikh_violent,anti_total_nonviolent,anti_total_sexual,anti_total_total,anti_total_violent,anti_transgender_nonviolent,anti_transgender_sexual,anti_transgender_total,anti_transgender_violent,anti_white_nonviolent,anti_white_sexual,anti_white_total,anti_white_violent
Boston Police Department,2017,Massachusetts,682903,MA0130100,0,0,1,1,0,0,1,1,1,0,4,3,0,0,0,0,0,0,0,0,7,0,52,45,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,8,0,0,0,0,0,0,0,0,14,0,16,2,0,0,3,3,1,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,140,112,0,0,1,1,0,0,10,10
Boston Police Department,2016,Massachusetts,673880,MA0130100,0,0,0,0,0,0,8,8,0,0,3,3,0,0,0,0,0,0,0,0,3,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,1,1,3,0,4,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,120,110,1,0,9,8,1,0,17,16
Boston Police Department,2015,Massachusetts,665258,MA0130100,0,0,0,0,0,0,2,2,1,0,9,8,0,0,0,0,0,0,0,0,4,0,43,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,5,0,9,4,0,0,0,0,2,0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,139,124,0,0,6,6,2,0,15,13
Boston Police Department,2014,Massachusetts,654413,MA0130100,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,0,35,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,95,86,0,0,0,0,1,0,5,4
Boston Police Department,2013,Massachusetts,643799,MA0130100,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,46,41,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,7,0,0,0,0,0,0,0,0,6,0,13,7,0,0,1,1,2,0,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,4,0,0,0,0,0,0,6,6,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,165,143,0,0,3,3,4,0,22,18
Boston Police Department,2012,Massachusetts,630648,MA0130100,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,5,0,35,30,0,0,0,0,1,0,1,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,7,0,0,0,0,0,0,0,0,6,0,13,7,0,0,0,0,3,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,0,123,98,0,0,0,0,2,0,12,10
Boston Police Department,2011,Massachusetts,621359,MA0130100,0,0,0,0,0,0,0,0,1,0,11,10,0,0,0,0,0,0,0,0,12,0,74,62,0,0,0,0,1,0,1,0,0,0,0,0,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,12,0,0,0,0,0,0,0,0,7,0,12,5,0,0,0,0,2,0,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,206,174,0,0,0,0,1,0,17,16
Boston Police Department,2010,Massachusetts,644064,MA0130100,0,0,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,0,0,0,8,0,57,49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,6,0,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,22,0,148,126,0,0,0,0,1,0,8,7
Boston Police Department,2009,Massachusetts,644064,MA0130100,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,0,0,3,0,45,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,7,0,14,7,0,0,0,0,4,0,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,4,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,134,114,0,0,0,0,1,0,16,15
Boston Police Department,2008,Massachusetts,604465,MA0130100,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,0,59,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,0,0,0,0,0,0,0,6,0,11,5,0,0,0,0,6,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,161,134,0,0,0,0,4,0,30,26
